country_name,date,parameter,product,value,unit
Chile,10/1/2017,Net Electricity Production,Oil and Petroleum Products,218.265,GWh
Chile,10/1/2017,Net Electricity Production,Natural Gas,580.056,GWh
Chile,10/1/2017,Net Electricity Production,Combustible Renewables,446.221,GWh
Chile,10/1/2017,Net Electricity Production,Hydro,2356.724,GWh
Chile,10/1/2017,Net Electricity Production,Wind,398.707,GWh
Chile,10/1/2017,Net Electricity Production,Solar,414.058,GWh
Chile,10/1/2017,Net Electricity Production,Geothermal,10.833,GWh
Chile,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3626.543,GWh
Chile,10/1/2017,Distribution Losses,Electricity,354.54,GWh
Chile,10/1/2017,Final Consumption (Calculated),Electricity,6050.645,GWh
Colombia,10/1/2017,Net Electricity Production,Electricity,6616.853,GWh
Colombia,10/1/2017,Net Electricity Production,Total Combustible Fuels,1538.605,GWh
Colombia,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",372.693,GWh
Colombia,10/1/2017,Net Electricity Production,Oil and Petroleum Products,173.198,GWh
Colombia,10/1/2017,Net Electricity Production,Natural Gas,874.321,GWh
Colombia,10/1/2017,Net Electricity Production,Combustible Renewables,118.393,GWh
Colombia,10/1/2017,Net Electricity Production,Hydro,5076.825,GWh
Colombia,10/1/2017,Net Electricity Production,Wind,0.328,GWh
Colombia,10/1/2017,Net Electricity Production,Solar,1.095,GWh
Colombia,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5196.641,GWh
Colombia,10/1/2017,Total Imports,Electricity,1.141,GWh
Colombia,10/1/2017,Total Exports,Electricity,0.04,GWh
Colombia,10/1/2017,Distribution Losses,Electricity,492.085,GWh
Colombia,10/1/2017,Final Consumption (Calculated),Electricity,6125.869,GWh
Czech Republic,10/1/2017,Net Electricity Production,Electricity,7046.1313,GWh
Czech Republic,10/1/2017,Net Electricity Production,Nuclear,2574.7714,GWh
Czech Republic,10/1/2017,Net Electricity Production,Total Combustible Fuels,4059.8053,GWh
Czech Republic,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",3459.385,GWh
Czech Republic,10/1/2017,Net Electricity Production,Oil and Petroleum Products,9.6022,GWh
Czech Republic,10/1/2017,Net Electricity Production,Natural Gas,238.1188,GWh
Czech Republic,10/1/2017,Net Electricity Production,Combustible Renewables,346.1472,GWh
Czech Republic,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,6.5521,GWh
Czech Republic,10/1/2017,Net Electricity Production,Hydro,210.3841,GWh
Czech Republic,10/1/2017,Net Electricity Production,Wind,63.7955,GWh
Czech Republic,10/1/2017,Net Electricity Production,Solar,128.2271,GWh
Czech Republic,10/1/2017,Net Electricity Production,Not Specified,9.1479,GWh
Czech Republic,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",748.5539,GWh
Czech Republic,10/1/2017,Total Imports,Electricity,1137.3851,GWh
Czech Republic,10/1/2017,Total Exports,Electricity,2550.6601,GWh
Czech Republic,10/1/2017,Used for pumped storage,Electricity,106.8271,GWh
Czech Republic,10/1/2017,Distribution Losses,Electricity,379.6453,GWh
Czech Republic,10/1/2017,Final Consumption (Calculated),Electricity,5146.3839,GWh
Denmark,10/1/2017,Net Electricity Production,Electricity,2607.009,GWh
Denmark,10/1/2017,Net Electricity Production,Total Combustible Fuels,1009.253,GWh
Denmark,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",395.731,GWh
Denmark,10/1/2017,Net Electricity Production,Oil and Petroleum Products,19.116,GWh
Denmark,10/1/2017,Net Electricity Production,Natural Gas,102.498,GWh
Denmark,10/1/2017,Net Electricity Production,Combustible Renewables,442.453,GWh
Denmark,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,49.455,GWh
Denmark,10/1/2017,Net Electricity Production,Hydro,2.146,GWh
Denmark,10/1/2017,Net Electricity Production,Wind,1548.154,GWh
Denmark,10/1/2017,Net Electricity Production,Solar,47.456,GWh
Denmark,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2040.209,GWh
Denmark,10/1/2017,Total Imports,Electricity,1234.957,GWh
Denmark,10/1/2017,Total Exports,Electricity,874.41,GWh
Denmark,10/1/2017,Distribution Losses,Electricity,149.728,GWh
Denmark,10/1/2017,Final Consumption (Calculated),Electricity,2817.828,GWh
Estonia,10/1/2017,Net Electricity Production,Electricity,960.6996,GWh
Estonia,10/1/2017,Net Electricity Production,Total Combustible Fuels,890.4437,GWh
Estonia,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",792.6391,GWh
Estonia,10/1/2017,Net Electricity Production,Oil and Petroleum Products,8.6193,GWh
Estonia,10/1/2017,Net Electricity Production,Natural Gas,4.5251,GWh
Estonia,10/1/2017,Net Electricity Production,Combustible Renewables,78.6532,GWh
Estonia,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,6.0069,GWh
Estonia,10/1/2017,Net Electricity Production,Hydro,2.8792,GWh
Estonia,10/1/2017,Net Electricity Production,Wind,66.9115,GWh
Estonia,10/1/2017,Net Electricity Production,Solar,0.4651,GWh
Estonia,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",148.9091,GWh
Estonia,10/1/2017,Total Imports,Electricity,218.6396,GWh
Estonia,10/1/2017,Total Exports,Electricity,429.6277,GWh
Estonia,10/1/2017,Distribution Losses,Electricity,67.7125,GWh
Estonia,10/1/2017,Final Consumption (Calculated),Electricity,681.999,GWh
Finland,10/1/2017,Net Electricity Production,Electricity,5683.0737,GWh
Finland,10/1/2017,Net Electricity Production,Nuclear,1837.9148,GWh
Finland,10/1/2017,Net Electricity Production,Total Combustible Fuels,2016.2641,GWh
Finland,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",789.2304,GWh
Finland,10/1/2017,Net Electricity Production,Oil and Petroleum Products,18.1127,GWh
Finland,10/1/2017,Net Electricity Production,Natural Gas,175.5899,GWh
Finland,10/1/2017,Net Electricity Production,Combustible Renewables,995.801,GWh
Finland,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,37.5302,GWh
Finland,10/1/2017,Net Electricity Production,Hydro,1364.3633,GWh
Finland,10/1/2017,Net Electricity Production,Wind,432.3963,GWh
Finland,10/1/2017,Net Electricity Production,Solar,4.2185,GWh
Finland,10/1/2017,Net Electricity Production,Not Specified,27.9167,GWh
Finland,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2796.7792,GWh
Finland,10/1/2017,Total Imports,Electricity,1867.0841,GWh
Finland,10/1/2017,Total Exports,Electricity,160.1801,GWh
Finland,10/1/2017,Distribution Losses,Electricity,238.5872,GWh
Finland,10/1/2017,Final Consumption (Calculated),Electricity,7151.3905,GWh
France,10/1/2017,Net Electricity Production,Electricity,40277.0096,GWh
France,10/1/2017,Net Electricity Production,Nuclear,28054.4025,GWh
France,10/1/2017,Net Electricity Production,Total Combustible Fuels,6474.8582,GWh
France,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",1515.4529,GWh
France,10/1/2017,Net Electricity Production,Oil and Petroleum Products,558.9238,GWh
France,10/1/2017,Net Electricity Production,Natural Gas,3583.5659,GWh
France,10/1/2017,Net Electricity Production,Combustible Renewables,623.1674,GWh
France,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,193.7482,GWh
France,10/1/2017,Net Electricity Production,Hydro,2760.5895,GWh
France,10/1/2017,Net Electricity Production,Wind,2148.2013,GWh
France,10/1/2017,Net Electricity Production,Solar,726.7318,GWh
France,10/1/2017,Net Electricity Production,Geothermal,9.9948,GWh
France,10/1/2017,Net Electricity Production,Other Renewables,42.943,GWh
France,10/1/2017,Net Electricity Production,Not Specified,59.2885,GWh
France,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6311.6278,GWh
France,10/1/2017,Total Imports,Electricity,2050.1512,GWh
France,10/1/2017,Total Exports,Electricity,4429.2723,GWh
France,10/1/2017,Used for pumped storage,Electricity,690.5499,GWh
France,10/1/2017,Distribution Losses,Electricity,2797.3638,GWh
France,10/1/2017,Final Consumption (Calculated),Electricity,34409.9748,GWh
Germany,10/1/2017,Net Electricity Production,Electricity,53603.7889,GWh
Germany,10/1/2017,Net Electricity Production,Nuclear,7362.7157,GWh
Germany,10/1/2017,Net Electricity Production,Total Combustible Fuels,28854.9425,GWh
Germany,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",17380.3034,GWh
Germany,10/1/2017,Net Electricity Production,Oil and Petroleum Products,443.5355,GWh
Germany,10/1/2017,Net Electricity Production,Natural Gas,6376.014,GWh
Germany,10/1/2017,Net Electricity Production,Combustible Renewables,4062.805,GWh
Germany,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,592.2845,GWh
Germany,10/1/2017,Net Electricity Production,Hydro,2163.6698,GWh
Germany,10/1/2017,Net Electricity Production,Wind,12669.0936,GWh
Germany,10/1/2017,Net Electricity Production,Solar,2384.539,GWh
Germany,10/1/2017,Net Electricity Production,Geothermal,14.1572,GWh
Germany,10/1/2017,Net Electricity Production,Not Specified,154.671,GWh
Germany,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21294.2646,GWh
Germany,10/1/2017,Total Imports,Electricity,1784.0958,GWh
Germany,10/1/2017,Total Exports,Electricity,7830.6516,GWh
Germany,10/1/2017,Used for pumped storage,Electricity,764.6605,GWh
Germany,10/1/2017,Distribution Losses,Electricity,2375.0953,GWh
Germany,10/1/2017,Final Consumption (Calculated),Electricity,44417.4773,GWh
Greece,10/1/2017,Net Electricity Production,Electricity,3972.922,GWh
Greece,10/1/2017,Net Electricity Production,Total Combustible Fuels,2964.094,GWh
Greece,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",1484.713,GWh
Greece,10/1/2017,Net Electricity Production,Oil and Petroleum Products,359.877,GWh
Greece,10/1/2017,Net Electricity Production,Natural Gas,1095.953,GWh
Greece,10/1/2017,Net Electricity Production,Combustible Renewables,23.551,GWh
Greece,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Greece,10/1/2017,Net Electricity Production,Hydro,213.667,GWh
Greece,10/1/2017,Net Electricity Production,Wind,439.222,GWh
Greece,10/1/2017,Net Electricity Production,Solar,355.939,GWh
Greece,10/1/2017,Net Electricity Production,Not Specified,0,GWh
Greece,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1032.379,GWh
Greece,10/1/2017,Total Imports,Electricity,538.283,GWh
Greece,10/1/2017,Total Exports,Electricity,296.229,GWh
Greece,10/1/2017,Used for pumped storage,Electricity,11.375,GWh
Greece,10/1/2017,Distribution Losses,Electricity,74.972,GWh
Greece,10/1/2017,Final Consumption (Calculated),Electricity,4128.629,GWh
Hungary,10/1/2017,Net Electricity Production,Electricity,2749.8257,GWh
Hungary,10/1/2017,Net Electricity Production,Nuclear,1408.3987,GWh
Hungary,10/1/2017,Net Electricity Production,Total Combustible Fuels,1218.0597,GWh
Hungary,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",494.0282,GWh
Hungary,10/1/2017,Net Electricity Production,Oil and Petroleum Products,5.0803,GWh
Hungary,10/1/2017,Net Electricity Production,Natural Gas,539.0458,GWh
Hungary,10/1/2017,Net Electricity Production,Combustible Renewables,166.8122,GWh
Hungary,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,13.0931,GWh
Hungary,10/1/2017,Net Electricity Production,Hydro,18.338,GWh
Hungary,10/1/2017,Net Electricity Production,Wind,66.9124,GWh
Hungary,10/1/2017,Net Electricity Production,Solar,31.7836,GWh
Hungary,10/1/2017,Net Electricity Production,Not Specified,6.3333,GWh
Hungary,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",283.8462,GWh
Hungary,10/1/2017,Total Imports,Electricity,1470.0656,GWh
Hungary,10/1/2017,Total Exports,Electricity,546.0898,GWh
Hungary,10/1/2017,Distribution Losses,Electricity,399.2414,GWh
Hungary,10/1/2017,Final Consumption (Calculated),Electricity,3274.5602,GWh
Iceland,10/1/2017,Net Electricity Production,Electricity,1595.163,GWh
Iceland,10/1/2017,Net Electricity Production,Total Combustible Fuels,0.331,GWh
Iceland,10/1/2017,Net Electricity Production,Oil and Petroleum Products,0.331,GWh
Iceland,10/1/2017,Net Electricity Production,Hydro,1154.824,GWh
Iceland,10/1/2017,Net Electricity Production,Wind,0.531,GWh
Iceland,10/1/2017,Net Electricity Production,Geothermal,439.477,GWh
Iceland,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1594.832,GWh
Iceland,10/1/2017,Distribution Losses,Electricity,49.117,GWh
Iceland,10/1/2017,Final Consumption (Calculated),Electricity,1546.046,GWh
Ireland,10/1/2017,Net Electricity Production,Electricity,2383.859,GWh
Ireland,10/1/2017,Net Electricity Production,Total Combustible Fuels,1572.9432,GWh
Ireland,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",294.3093,GWh
Ireland,10/1/2017,Net Electricity Production,Oil and Petroleum Products,10.9707,GWh
Ireland,10/1/2017,Net Electricity Production,Natural Gas,1207.9227,GWh
Ireland,10/1/2017,Net Electricity Production,Combustible Renewables,47.8154,GWh
Ireland,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,11.9251,GWh
Ireland,10/1/2017,Net Electricity Production,Hydro,95.9899,GWh
Ireland,10/1/2017,Net Electricity Production,Wind,714.4452,GWh
Ireland,10/1/2017,Net Electricity Production,Solar,0.4807,GWh
Ireland,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",858.7312,GWh
Ireland,10/1/2017,Total Imports,Electricity,92.6833,GWh
Ireland,10/1/2017,Total Exports,Electricity,149.0119,GWh
Ireland,10/1/2017,Used for pumped storage,Electricity,7.119,GWh
Ireland,10/1/2017,Distribution Losses,Electricity,180.4661,GWh
Ireland,10/1/2017,Final Consumption (Calculated),Electricity,2139.9453,GWh
Italy,10/1/2017,Net Electricity Production,Electricity,22986.137,GWh
Italy,10/1/2017,Net Electricity Production,Total Combustible Fuels,17100.045,GWh
Italy,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",2873.939,GWh
Italy,10/1/2017,Net Electricity Production,Oil and Petroleum Products,943.892,GWh
Italy,10/1/2017,Net Electricity Production,Natural Gas,11492.856,GWh
Italy,10/1/2017,Net Electricity Production,Combustible Renewables,1586.83,GWh
Italy,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,202.528,GWh
Italy,10/1/2017,Net Electricity Production,Hydro,2227.585,GWh
Italy,10/1/2017,Net Electricity Production,Wind,1270.303,GWh
Italy,10/1/2017,Net Electricity Production,Solar,1856.606,GWh
Italy,10/1/2017,Net Electricity Production,Geothermal,483.025,GWh
Italy,10/1/2017,Net Electricity Production,Not Specified,48.573,GWh
Italy,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7424.349,GWh
Italy,10/1/2017,Total Imports,Electricity,3781.99,GWh
Italy,10/1/2017,Total Exports,Electricity,203.009,GWh
Italy,10/1/2017,Used for pumped storage,Electricity,174.619,GWh
Italy,10/1/2017,Distribution Losses,Electricity,1522.722,GWh
Italy,10/1/2017,Final Consumption (Calculated),Electricity,24867.777,GWh
Japan,10/1/2017,Net Electricity Production,Electricity,78942.7634,GWh
Japan,10/1/2017,Net Electricity Production,Nuclear,2573.0299,GWh
Japan,10/1/2017,Net Electricity Production,Total Combustible Fuels,62940.4862,GWh
Japan,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",27313.0435,GWh
Japan,10/1/2017,Net Electricity Production,Oil and Petroleum Products,2645.4676,GWh
Japan,10/1/2017,Net Electricity Production,Natural Gas,30216.6369,GWh
Japan,10/1/2017,Net Electricity Production,Combustible Renewables,1528.7216,GWh
Japan,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,1236.6166,GWh
Japan,10/1/2017,Net Electricity Production,Hydro,7197.1434,GWh
Japan,10/1/2017,Net Electricity Production,Wind,506.3554,GWh
Japan,10/1/2017,Net Electricity Production,Solar,3833.3131,GWh
Japan,10/1/2017,Net Electricity Production,Geothermal,159.5399,GWh
Japan,10/1/2017,Net Electricity Production,Not Specified,1732.8955,GWh
Japan,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13225.0734,GWh
Japan,10/1/2017,Used for pumped storage,Electricity,697.4737,GWh
Japan,10/1/2017,Distribution Losses,Electricity,3171.8396,GWh
Japan,10/1/2017,Final Consumption (Calculated),Electricity,75073.4501,GWh
Korea,10/1/2017,Net Electricity Production,Electricity,41350.702,GWh
Korea,10/1/2017,Net Electricity Production,Nuclear,11525.847,GWh
Korea,10/1/2017,Net Electricity Production,Total Combustible Fuels,28359.633,GWh
Korea,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",19858.518,GWh
Korea,10/1/2017,Net Electricity Production,Oil and Petroleum Products,381.503,GWh
Korea,10/1/2017,Net Electricity Production,Natural Gas,7596.043,GWh
Korea,10/1/2017,Net Electricity Production,Combustible Renewables,462.021,GWh
Korea,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,61.548,GWh
Korea,10/1/2017,Net Electricity Production,Hydro,567.018,GWh
Korea,10/1/2017,Net Electricity Production,Wind,180.658,GWh
Korea,10/1/2017,Net Electricity Production,Solar,544.735,GWh
Korea,10/1/2017,Net Electricity Production,Other Renewables,40.789,GWh
Korea,10/1/2017,Net Electricity Production,Not Specified,132.022,GWh
Korea,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1795.221,GWh
Korea,10/1/2017,Used for pumped storage,Electricity,443.35,GWh
Korea,10/1/2017,Distribution Losses,Electricity,1423.579,GWh
Korea,10/1/2017,Final Consumption (Calculated),Electricity,39483.773,GWh
Latvia,10/1/2017,Net Electricity Production,Electricity,598.132,GWh
Latvia,10/1/2017,Net Electricity Production,Total Combustible Fuels,205.5893,GWh
Latvia,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Latvia,10/1/2017,Net Electricity Production,Oil and Petroleum Products,0,GWh
Latvia,10/1/2017,Net Electricity Production,Natural Gas,138.4014,GWh
Latvia,10/1/2017,Net Electricity Production,Combustible Renewables,67.1879,GWh
Latvia,10/1/2017,Net Electricity Production,Hydro,374.2159,GWh
Latvia,10/1/2017,Net Electricity Production,Wind,18.3111,GWh
Latvia,10/1/2017,Net Electricity Production,Solar,0.0157,GWh
Latvia,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",459.7305,GWh
Latvia,10/1/2017,Total Imports,Electricity,367.9017,GWh
Latvia,10/1/2017,Total Exports,Electricity,353.0919,GWh
Latvia,10/1/2017,Distribution Losses,Electricity,43.4765,GWh
Latvia,10/1/2017,Final Consumption (Calculated),Electricity,569.4653,GWh
Lithuania,10/1/2017,Net Electricity Production,Electricity,400.0261,GWh
Lithuania,10/1/2017,Net Electricity Production,Total Combustible Fuels,92.8817,GWh
Lithuania,10/1/2017,Net Electricity Production,Oil and Petroleum Products,10.3972,GWh
Lithuania,10/1/2017,Net Electricity Production,Natural Gas,42.1766,GWh
Lithuania,10/1/2017,Net Electricity Production,Combustible Renewables,31.8568,GWh
Lithuania,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,8.4511,GWh
Lithuania,10/1/2017,Net Electricity Production,Hydro,108.3,GWh
Lithuania,10/1/2017,Net Electricity Production,Wind,174.6575,GWh
Lithuania,10/1/2017,Net Electricity Production,Solar,3.0207,GWh
Lithuania,10/1/2017,Net Electricity Production,Not Specified,21.1662,GWh
Lithuania,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",317.835,GWh
Lithuania,10/1/2017,Total Imports,Electricity,1271.1044,GWh
Lithuania,10/1/2017,Total Exports,Electricity,382.6192,GWh
Lithuania,10/1/2017,Used for pumped storage,Electricity,78.5308,GWh
Lithuania,10/1/2017,Distribution Losses,Electricity,92.9498,GWh
Lithuania,10/1/2017,Final Consumption (Calculated),Electricity,1117.0306,GWh
Luxembourg,10/1/2017,Net Electricity Production,Electricity,220.0729,GWh
Luxembourg,10/1/2017,Net Electricity Production,Nuclear,0,GWh
Luxembourg,10/1/2017,Net Electricity Production,Total Combustible Fuels,36.9775,GWh
Luxembourg,10/1/2017,Net Electricity Production,Natural Gas,16.5697,GWh
Luxembourg,10/1/2017,Net Electricity Production,Combustible Renewables,14.4236,GWh
Luxembourg,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,5.9842,GWh
Luxembourg,10/1/2017,Net Electricity Production,Hydro,150.0607,GWh
Luxembourg,10/1/2017,Net Electricity Production,Wind,27.1011,GWh
Luxembourg,10/1/2017,Net Electricity Production,Solar,5.9336,GWh
Luxembourg,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",197.519,GWh
Luxembourg,10/1/2017,Total Imports,Electricity,713.693,GWh
Luxembourg,10/1/2017,Total Exports,Electricity,169.121,GWh
Luxembourg,10/1/2017,Used for pumped storage,Electricity,196.752,GWh
Luxembourg,10/1/2017,Distribution Losses,Electricity,13.5951,GWh
Luxembourg,10/1/2017,Final Consumption (Calculated),Electricity,554.2978,GWh
Mexico,10/1/2017,Net Electricity Production,Electricity,25951.327,GWh
Mexico,10/1/2017,Net Electricity Production,Nuclear,706.275,GWh
Mexico,10/1/2017,Net Electricity Production,Total Combustible Fuels,20400.088,GWh
Mexico,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",2422.097,GWh
Mexico,10/1/2017,Net Electricity Production,Oil and Petroleum Products,2833.554,GWh
Mexico,10/1/2017,Net Electricity Production,Natural Gas,15095.314,GWh
Mexico,10/1/2017,Net Electricity Production,Combustible Renewables,42.301,GWh
Mexico,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,6.822,GWh
Mexico,10/1/2017,Net Electricity Production,Hydro,3494.697,GWh
Mexico,10/1/2017,Net Electricity Production,Wind,776.755,GWh
Mexico,10/1/2017,Net Electricity Production,Solar,109.161,GWh
Mexico,10/1/2017,Net Electricity Production,Geothermal,464.351,GWh
Mexico,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4887.265,GWh
Mexico,10/1/2017,Total Imports,Electricity,194.028,GWh
Mexico,10/1/2017,Total Exports,Electricity,129.491,GWh
Mexico,10/1/2017,Distribution Losses,Electricity,3690.877,GWh
Mexico,10/1/2017,Final Consumption (Calculated),Electricity,22324.987,GWh
Netherlands,10/1/2017,Net Electricity Production,Electricity,10240.9639,GWh
Netherlands,10/1/2017,Net Electricity Production,Nuclear,339.7703,GWh
Netherlands,10/1/2017,Net Electricity Production,Total Combustible Fuels,8227.5342,GWh
Netherlands,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",3058.8028,GWh
Netherlands,10/1/2017,Net Electricity Production,Oil and Petroleum Products,256.7491,GWh
Netherlands,10/1/2017,Net Electricity Production,Natural Gas,4460.028,GWh
Netherlands,10/1/2017,Net Electricity Production,Combustible Renewables,326.3497,GWh
Netherlands,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,125.6046,GWh
Netherlands,10/1/2017,Net Electricity Production,Hydro,3.1977,GWh
Netherlands,10/1/2017,Net Electricity Production,Wind,1373.9328,GWh
Netherlands,10/1/2017,Net Electricity Production,Solar,167.8496,GWh
Netherlands,10/1/2017,Net Electricity Production,Not Specified,128.6794,GWh
Netherlands,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1871.3297,GWh
Netherlands,10/1/2017,Total Imports,Electricity,1841.8947,GWh
Netherlands,10/1/2017,Total Exports,Electricity,1857.0493,GWh
Netherlands,10/1/2017,Distribution Losses,Electricity,465.9532,GWh
Netherlands,10/1/2017,Final Consumption (Calculated),Electricity,9759.8561,GWh
New Zealand,10/1/2017,Net Electricity Production,Electricity,3529.8158,GWh
New Zealand,10/1/2017,Net Electricity Production,Total Combustible Fuels,460.7986,GWh
New Zealand,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",48.5463,GWh
New Zealand,10/1/2017,Net Electricity Production,Oil and Petroleum Products,0.0332,GWh
New Zealand,10/1/2017,Net Electricity Production,Natural Gas,362.2333,GWh
New Zealand,10/1/2017,Net Electricity Production,Combustible Renewables,49.9858,GWh
New Zealand,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
New Zealand,10/1/2017,Net Electricity Production,Hydro,2233.1836,GWh
New Zealand,10/1/2017,Net Electricity Production,Wind,191.8848,GWh
New Zealand,10/1/2017,Net Electricity Production,Solar,7.9798,GWh
New Zealand,10/1/2017,Net Electricity Production,Geothermal,632.0964,GWh
New Zealand,10/1/2017,Net Electricity Production,Not Specified,3.8725,GWh
New Zealand,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3115.1305,GWh
New Zealand,10/1/2017,Total Imports,Electricity,0,GWh
New Zealand,10/1/2017,Total Exports,Electricity,0,GWh
New Zealand,10/1/2017,Used for pumped storage,Electricity,0,GWh
New Zealand,10/1/2017,Distribution Losses,Electricity,234.3427,GWh
New Zealand,10/1/2017,Final Consumption (Calculated),Electricity,3295.4731,GWh
Norway,10/1/2017,Net Electricity Production,Electricity,12372.175,GWh
Norway,10/1/2017,Net Electricity Production,Total Combustible Fuels,287.412,GWh
Norway,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",20.606,GWh
Norway,10/1/2017,Net Electricity Production,Oil and Petroleum Products,3.102,GWh
Norway,10/1/2017,Net Electricity Production,Natural Gas,220.803,GWh
Norway,10/1/2017,Net Electricity Production,Combustible Renewables,23.443,GWh
Norway,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,19.458,GWh
Norway,10/1/2017,Net Electricity Production,Hydro,11683.505,GWh
Norway,10/1/2017,Net Electricity Production,Wind,374.258,GWh
Norway,10/1/2017,Net Electricity Production,Solar,0,GWh
Norway,10/1/2017,Net Electricity Production,Geothermal,0,GWh
Norway,10/1/2017,Net Electricity Production,Not Specified,27,GWh
Norway,10/1/2017,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12081.206,GWh
Norway,10/1/2017,Total Imports,Electricity,469.787,GWh
Norway,10/1/2017,Total Exports,Electricity,1908.352,GWh
Norway,10/1/2017,Used for pumped storage,Electricity,64.332,GWh
Norway,10/1/2017,Distribution Losses,Electricity,762.216,GWh
Norway,10/1/2017,Final Consumption (Calculated),Electricity,10107.062,GWh
Poland,10/1/2017,Net Electricity Production,Electricity,13073.7929,GWh
Poland,10/1/2017,Net Electricity Production,Total Combustible Fuels,11050.9686,GWh
Poland,10/1/2017,Net Electricity Production,"Coal, Peat and Manufactured Gases",9643.0385,GWh
Poland,10/1/2017,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,10/1/2017,Net Electricity Production,Natural Gas,916.6338,GWh
Poland,10/1/2017,Net Electricity Production,Combustible Renewables,470.7645,GWh
Poland,10/1/2017,Net Electricity Production,Other Combustible Non-Renewables,20.5318,GWh
Poland,10/1/2017,Net Electricity Production,Hydro,258.3126,GWh
Poland,10/1/2017,Net Electricity Production,Wind,1749.7725,GWh
Poland,10/1/2017,Net Electricity Production,Solar,9.595,GWh
Poland,10/1/2017,Net Electricity Production,Not Specified,5.1442,GWh
